Image,Prediction,Confidence,Processing_Time,Feature_Time,Stage1_Decision,Stage1_Confidence,Stage1_Method,Mean_Intensity,Std_Intensity,System_Version
salt_pepper_101087_18288.jpg,salt_pepper,0.4589440598055882,21.703767,20.791064,,0.0,unknown,151.24123548422614,77.25805283979005,optimized_ultra_final_v2.0_fast
salt_pepper_102061_18257.jpg,salt_pepper,0.5714861813317593,4.901905,4.316323,,0.0,unknown,114.18965550741251,60.71826356096748,optimized_ultra_final_v2.0_fast
salt_pepper_147091_18261.jpg,salt_pepper,0.5970867275099989,4.229387,3.806444,,0.0,unknown,108.08354868167952,69.46965044416643,optimized_ultra_final_v2.0_fast
salt_pepper_157055_18299.jpg,salt_pepper,0.5714581236180573,3.50299,3.157395,,0.0,unknown,151.0677456752223,64.32846125667058,optimized_ultra_final_v2.0_fast
salt_pepper_160068_18283.jpg,salt_pepper,0.6342855821246459,3.503223,3.140198,,0.0,unknown,91.1325185717709,55.326890818306644,optimized_ultra_final_v2.0_fast
salt_pepper_189080_18223.jpg,salt_pepper,0.5708010545072577,3.46462,3.142399,,0.0,unknown,134.0620008937766,76.47038031626943,optimized_ultra_final_v2.0_fast
salt_pepper_208001_18303.jpg,salt_pepper,0.6244585405910937,3.365896,3.050671,,0.0,unknown,90.12567923782878,56.00629946345983,optimized_ultra_final_v2.0_fast
salt_pepper_219090_18276.jpg,salt_pepper,0.6338517879836406,3.382119,3.045257,,0.0,unknown,107.74197058309208,57.71053558157412,optimized_ultra_final_v2.0_fast
salt_pepper_223061_18225.jpg,salt_pepper,0.5510900117425847,3.092063,2.793708,,0.0,unknown,126.79266325995297,67.08432861122547,optimized_ultra_final_v2.0_fast
salt_pepper_24077_18279.jpg,speckle,0.4814602574643735,3.400619,3.089611,,0.0,unknown,124.09749289188541,82.21446561496674,optimized_ultra_final_v2.0_fast
salt_pepper_295087_18267.jpg,salt_pepper,0.6885361017660232,3.228585,2.891117,,0.0,unknown,87.5417516725928,47.04368105703278,optimized_ultra_final_v2.0_fast
salt_pepper_300091_18317.jpg,salt_pepper,0.6861650523838801,4.116117,3.722966,,0.0,unknown,91.25923407231818,50.862491327004626,optimized_ultra_final_v2.0_fast
salt_pepper_385039_18290.jpg,salt_pepper,0.5325755814919012,3.309687,2.996373,,0.0,unknown,102.58352601343256,68.65419484117119,optimized_ultra_final_v2.0_fast
salt_pepper_42012_18249.jpg,salt_pepper,0.6566106782928506,3.180007,2.852529,,0.0,unknown,93.71987875726194,62.84285990059915,optimized_ultra_final_v2.0_fast
salt_pepper_42049_18236.jpg,salt_pepper,0.6168181116996457,2.673829,2.388123,,0.0,unknown,164.75170497600405,59.6030984902576,optimized_ultra_final_v2.0_fast
salt_pepper_43074_18306.jpg,salt_pepper,0.7126215725859998,3.146381,2.83799,,0.0,unknown,71.69891386713816,42.229378248140655,optimized_ultra_final_v2.0_fast
salt_pepper_55073_18308.jpg,salt_pepper,0.5513531801301816,3.311318,2.971089,,0.0,unknown,80.58998970213923,58.427230666310024,optimized_ultra_final_v2.0_fast
salt_pepper_62096_18242.jpg,speckle,0.46627028922142755,3.269849,2.977701,,0.0,unknown,139.30524413701983,92.18529295120729,optimized_ultra_final_v2.0_fast
salt_pepper_89072_18265.jpg,salt_pepper,0.5996865841528136,3.263123,2.964082,,0.0,unknown,111.61245717320483,58.77084745246445,optimized_ultra_final_v2.0_fast
salt_pepper_97033_18240.jpg,salt_pepper,0.46455040974829476,4.412601,4.061235,,0.0,unknown,136.090854333845,80.29184947869413,optimized_ultra_final_v2.0_fast
